CohortMonth,Month_0,Month_1,Month_2,Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Month_11,Month_12,Month_13,Month_14,Month_15,Month_16,Month_17,Month_18,Month_19,Month_20,Month_21,Month_22,Month_23,Month_24,Month_25,Month_26,Month_27,Month_28,Month_29,Month_30,Month_31,Month_32,Month_33,Month_34,Month_35,Month_36,Month_37,Month_38,Month_39,Month_40,Month_41,Month_42,Month_43,Month_44
2020-01,1.0,0.10644982443171318,0.10644982443171318,0.1051561633709111,0.10755867676954352,0.10792829421548697,0.10848272038440214,0.10718905932360008,0.10201441508039179,0.11088523378303455,0.10478654592496765,0.10922195527628904,0.10977638144520421,0.09887266678987248,0.10885233783034559,0.10145998891147662,0.10829791166143042,0.11236370356680836,0.10940676399926076,0.10386250231010903,0.09942709295878766,0.10293845869525041,0.0997967104047311,0.10996119016817593,0.11236370356680836,0.09924228423581594,0.10386250231010903,0.1066346331546849,0.10035113657364628,0.1012751801885049,0.11790796525596008,0.10534097209388284,0.10571058953982627,0.10497135464793939,0.10848272038440214,0.1012751801885049,0.10312326741822214,0.10109037146553318,0.10330807614119386,0.10774348549251525,0.10866752910737387,0.10386250231010903,0.10534097209388284,0.1051561633709111,0.04453890223618555
2020-02,1.0,0.09979995554567682,0.09979995554567682,0.11024672149366525,0.10335630140031118,0.10513447432762836,0.10957990664592132,0.10002222716159147,0.11291398088464104,0.10268948655256724,0.11202489442098244,0.10802400533451878,0.09246499222049344,0.10246721493665259,0.10380084463214048,0.11869304289842188,0.10757946210268948,0.11469215381195821,0.1100244498777506,0.09824405423427428,0.10935763503000667,0.10491220271171371,0.1100244498777506,0.10513447432762836,0.08890864636585907,0.11424761058012892,0.10446765947988441,0.10224494332073794,0.09868859746610358,0.10691264725494555,0.10824627695043343,0.101578128472994,0.10335630140031118,0.1113580795732385,0.11469215381195821,0.11269170926872639,0.09668815292287175,0.10446765947988441,0.10535674594354301,0.10291175816848189,0.10380084463214048,0.10935763503000667,0.10602356079128696,0.04556568126250278,
2020-03,1.0,0.10972798524665744,0.10811433840479484,0.10972798524665744,0.11572153065929,0.11710465652374366,0.10304287690179806,0.10442600276625173,0.11088059013370216,0.10557860765329645,0.11065006915629322,0.09681881051175657,0.103273397879207,0.10696173351775011,0.1016597510373444,0.10580912863070539,0.10696173351775011,0.11641309359151683,0.10442600276625173,0.11203319502074689,0.10281235592438911,0.10972798524665744,0.11502996772706316,0.10673121254034117,0.10742277547256801,0.0975103734439834,0.11433840479483633,0.10235131396957123,0.10465652374366068,0.10603964960811434,0.1037344398340249,0.10880590133702167,0.10811433840479484,0.10350391885661595,0.1094974642692485,0.09313047487321346,0.103273397879207,0.099124020285846,0.10465652374366068,0.09727985246657446,0.10742277547256801,0.10880590133702167,0.04933148916551406,,
2020-04,1.0,0.10202471732842493,0.10097291611885353,0.11149092821456745,0.10912437549303182,0.11201682881935314,0.11043912700499606,0.1046542203523534,0.12174599000788851,0.10412831974756771,0.09729161188535367,0.11806468577438864,0.0941362082566395,0.11201682881935314,0.10386536944517487,0.11201682881935314,0.10123586642124638,0.1057060215619248,0.1117538785169603,0.10255061793321062,0.10544307125953195,0.11017617670260321,0.09781751249013937,0.10149881672363924,0.12122008940310282,0.10991322640021035,0.11569813305285301,0.10728372337628188,0.10807257428346043,0.11201682881935314,0.1051801209571391,0.09597686037338943,0.11359453063371022,0.1057060215619248,0.09466210886142519,0.11753878516960295,0.10333946884038916,0.10702077307388903,0.1057060215619248,0.11543518275046016,0.10649487246910334,0.043649750197212726,,,
2020-05,1.0,0.1035868005738881,0.12051649928263988,0.12109038737446198,0.11535150645624104,0.1035868005738881,0.10387374461979913,0.10502152080344333,0.10559540889526542,0.09469153515064563,0.10473457675753228,0.11965566714490675,0.10903873744619799,0.10559540889526542,0.11162123385939741,0.10760401721664276,0.10387374461979913,0.11305595408895265,0.10645624103299857,0.10961262553802009,0.10444763271162123,0.09670014347202295,0.11047345767575323,0.10416068866571018,0.10129124820659971,0.10989956958393113,0.10846484935437589,0.11190817790530846,0.10014347202295552,0.10071736011477762,0.11219512195121951,0.11133428981348636,0.1133428981348637,0.09555236728837876,0.10760401721664276,0.10157819225251076,0.10903873744619799,0.10186513629842181,0.10502152080344333,0.10932568149210904,0.04791965566714491,,,,
2020-06,1.0,0.11897539602291878,0.10616784630940344,0.0980788675429727,0.11459386585776879,0.10852713178294573,0.10920121334681497,0.11088641725648804,0.09167509268621503,0.09875294910684193,0.10313447927199192,0.10178631614425346,0.10751600943714189,0.10583080552746882,0.10347152005392653,0.10077519379844961,0.11122345803842265,0.10650488709133805,0.10144927536231885,0.10246039770812268,0.0980788675429727,0.10144927536231885,0.10178631614425346,0.10920121334681497,0.11257162116616111,0.12504213009774182,0.11830131445904954,0.10886417256488035,0.11054937647455342,0.10549376474553421,0.11391978429389957,0.11290866194809572,0.09403437815975733,0.11998651836872262,0.10886417256488035,0.11257162116616111,0.09706774519716886,0.0980788675429727,0.10953825412874958,0.04617458712504213,,,,,
2020-07,1.0,0.11579726230114687,0.09803921568627451,0.11135775064742878,0.11801701812800591,0.1072881982981872,0.10469848316685165,0.10654827968923418,0.09951905290418055,0.1072881982981872,0.1069182389937107,0.11172770995190529,0.12282648908620052,0.12134665186829449,0.10506844247132816,0.09655937846836848,0.10173880873103959,0.11653718091009989,0.1069182389937107,0.09174990751017388,0.11616722160562339,0.12097669256381798,0.09951905290418055,0.10025897151313355,0.11394746577876434,0.10395856455789863,0.10025897151313355,0.1024787273399926,0.12023677395486497,0.1024787273399926,0.10913799482056974,0.09211986681465038,0.11764705882352941,0.09914909359970403,0.11727709951905291,0.10839807621161672,0.11838697743248243,0.10839807621161672,0.04587495375508694,,,,,,
2020-08,1.0,0.10086342229199372,0.11813186813186813,0.10675039246467818,0.11263736263736264,0.10596546310832025,0.08948194662480377,0.09850863422291994,0.10243328100470958,0.12127158555729985,0.09772370486656201,0.10478806907378337,0.11813186813186813,0.1118524332810047,0.1032182103610675,0.09301412872841444,0.11224489795918367,0.1075353218210361,0.09144427001569859,0.09654631083202511,0.09811616954474098,0.10832025117739404,0.10282574568288853,0.1075353218210361,0.0989010989010989,0.10557299843014128,0.10478806907378337,0.10635792778649922,0.10675039246467818,0.10086342229199372,0.09576138147566719,0.10243328100470958,0.10204081632653061,0.11616954474097331,0.11145996860282574,0.10949764521193092,0.10832025117739404,0.04591836734693878,,,,,,,
2020-09,1.0,0.11276794035414725,0.11742777260018639,0.11276794035414725,0.1048462255358807,0.10577819198508853,0.11556383970177074,0.10810810810810811,0.10251630941286113,0.1043802423112768,0.11136999068033551,0.11136999068033551,0.10717614165890028,0.11276794035414725,0.1011183597390494,0.10764212488350419,0.11043802423112768,0.11090400745573159,0.1043802423112768,0.09739049394221808,0.10205032618825723,0.10577819198508853,0.10671015843429636,0.11975768872320597,0.09925442684063374,0.09645852749301025,0.10997204100652376,0.1011183597390494,0.11789375582479031,0.09739049394221808,0.11323392357875116,0.11183597390493942,0.10577819198508853,0.10950605778191985,0.1048462255358807,0.11602982292637465,0.049394221808014914,,,,,,,,
2020-10,1.0,0.10082304526748971,0.11728395061728394,0.10030864197530864,0.10236625514403293,0.10699588477366255,0.09927983539094651,0.1095679012345679,0.11213991769547325,0.10905349794238683,0.11934156378600823,0.10905349794238683,0.11934156378600823,0.09619341563786009,0.10545267489711935,0.10493827160493827,0.09670781893004116,0.10853909465020577,0.09619341563786009,0.11368312757201646,0.10648148148148148,0.10699588477366255,0.09927983539094651,0.09927983539094651,0.11522633744855967,0.11059670781893004,0.1183127572016461,0.11008230452674897,0.10751028806584362,0.10545267489711935,0.10596707818930041,0.09927983539094651,0.10236625514403293,0.09876543209876543,0.10339506172839506,0.050411522633744855,,,,,,,,,
